"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002768","immune response-regulating cell surface receptor signaling pathway","52/1196","310/15424",0.167741935483871,2.1632538569425,5.99851473507737,8.99319333643634e-08,3.78772142875789e-06,2.64691304391295e-06,"LTF/FCGR2B/FPR2/KCNN4/MYO1G/FCGR2C/LGALS3/C5AR1/CR1/LILRB2/PTPN22/FCAR/NOD2/LBP/NFKBIZ/GATA3/ZC3H12A/GBP1/CD14/CD72/CD3D/FCGR3A/CTLA4/C3/FCGR2A/FPR3/CLEC4D/ITK/SLA2/TEC/CEACAM1/FCN3/LCK/ITGAM/TLR2/FPR1/FCER1G/TRAT1/FOSL2/LAX1/TNFAIP3/CD3E/LILRB1/NFAM1/NFATC2/VAV3/PRKCE/KLRK1/KIT/KLRC3/KLRC4/KLRC2",52
"GO:0035249","synaptic transmission, glutamatergic","26/1196","106/15424",0.245283018867925,3.16324856439705,6.47942422193167,9.64050345713914e-08,3.98226950498747e-06,2.78286597770858e-06,"CCL2/CCR2/PTGS2/GRM3/CACNG7/ATP1A2/UNC13A/GRIN2C/CACNG2/NRXN1/CDH8/SLC17A8/SYT1/GRM4/GRM7/SLC17A6/GRIA2/ABCC8/TNR/HTR2A/CACNG3/UNC13C/GRIA4/GRIN1/SLC17A7/GRID2",26
"GO:0141060","disruption of anatomical structure in another organism","28/1196","120/15424",0.233333333333333,3.00914158305463,6.4058501876347,9.85025498623786e-08,3.99214107744131e-06,2.78976437147472e-06,"LTF/CXCL3/PLA2G2A/SCNN1B/TREM1/CXCL6/CCL20/HAMP/CCL18/CXCL1/CAMP/LGALS3/PPBP/GBP5/CXCL2/CCL13/GBP3/GBP2/CXCL14/S100A12/GBP1/C6/NLRP6/LYZ/PRF1/APOL1/CHGA/TAC1",28
"GO:0006909","phagocytosis","41/1196","223/15424",0.183856502242152,2.37107248376502,5.97936214878406,1.68157691327393e-07,6.56732219947708e-06,4.58933718340405e-06,"MARCO/FCGR2B/PTX3/ANXA1/FPR2/CCL2/MYO1G/FCGR2C/THBS1/PLA2G5/SLC11A1/MET/NOD2/LBP/IL15/CCR2/CD14/C3/FCGR2A/RAB27A/IL2RB/ITGA2/FCN3/ITGAM/COLEC12/ITGB2/TLR2/FCER1G/ITGB3/P2RY6/CEACAM4/MSR1/SLAMF1/C2/LEP/VAV3/PRKCE/XKR7/ICAM5/GULP1/PRKCG",41
"GO:0006836","neurotransmitter transport","38/1196","200/15424",0.19,2.45030100334448,5.98531274992576,1.97563855922433e-07,7.57798504502474e-06,5.29560260423664e-06,"MYOF/ITGB3/CSPG5/PPFIA3/SYT2/SYNGR3/SLC1A1/SLC6A13/STX1B/ATP1A2/SYN1/UNC13A/RIMS4/SNCG/RAB3A/SYP/SNAP25/GABRQ/RIMS1/NRXN1/HRH3/SLC17A8/SLC6A17/DOC2B/SLC6A7/SYT1/GRM4/SLC17A6/CPLX2/ABCC8/CPLX1/PRKCG/UNC13C/SYN2/RIMS2/RPH3A/SLC17A7/SLC1A6",38
"GO:0006956","complement activation","17/1196","53/15424",0.320754716981132,4.13655581498075,6.63159483442848,2.61261683984663e-07,9.4337606009517e-06,6.59244468144522e-06,"CFB/CFI/C1R/C1S/CR1/C1RL/SERPING1/C3/IL1B/C6/VSIG4/C1QA/C1QB/FCN3/C1QC/C2/CFD",17
"GO:0046651","lymphocyte proliferation","47/1196","277/15424",0.169675090252708,2.18818444151987,5.7854683752316,2.63512865948371e-07,9.4337606009517e-06,6.59244468144522e-06,"IL2RA/FCGR2B/TNFSF14/CLCF1/ANXA1/FOXJ1/LGALS3/SDC4/PLA2G5/SLC11A1/CR1/SH2D2A/LILRB2/PTPN22/IL6/CD70/IL10/NFKBIZ/IL15/CCR2/PDCD1LG2/FCGR3A/CTLA4/IL1B/CD274/GAPT/CEBPB/VSIG4/IL7R/CDKN1A/MSN/TNFRSF1B/VCAM1/IL7/FOSL2/CD74/CD3E/TNFRSF9/LILRB1/ELF4/SLAMF1/CCL5/LEP/NFATC2/VAV3/TNFRSF13C/CHRNB2",47
"GO:0032102","negative regulation of response to external stimulus","57/1196","365/15424",0.156164383561644,2.01394603014615,5.68383282260699,2.69225042433167e-07,9.48025231387611e-06,6.62493374477474e-06,"LTF/SAA1/IL2RA/FCGR2B/SERPINE1/SOCS3/FPR2/HAMP/SFN/PLAU/CCL2/THBS1/CR1/ANXA2/CD109/IL10/SERPING1/NOD2/SLAMF8/PLAUR/GATA3/NLRP12/ZFP36/PROS1/SPP1/IER3/VSIG4/ALOX5/SIGLEC10/PIM1/NLRP6/CEACAM1/DUSP1/FAP/TNFRSF1B/IL10RA/C1QTNF1/CD96/TNFAIP3/CARD16/CYP19A1/IL22RA1/NRP1/LILRB1/THBD/ELF4/TNFRSF1A/CLASP2/KLRK1/RTN4R/SLIT1/AJAP1/CNTNAP2/TNR/LRFN5/GPR17/GRID2",57
"GO:0007596","blood coagulation","41/1196","227/15424",0.180616740088106,2.32929147083524,5.84968265020928,2.76814181269919e-07,9.59027195754494e-06,6.70181702021909e-06,"SAA1/F13A1/SERPINE1/PLAU/PDPN/SERPINA1/THBS1/CAV1/ANXA2/COL3A1/IL6/SERPING1/PLAUR/TFPI2/PROS1/ITPR3/RAB27A/FBLN1/F3/FLNA/TEC/CEACAM1/F11R/FAP/PRRG4/ITGA2/LCK/C1QTNF1/WAS/FCER1G/ITGB3/THBD/HSPB1/VAV3/PDIA2/DGKI/PRRG3/F7/SCUBE1/DGKB/HTR2A",41
"GO:0010038","response to metal ion","53/1196","330/15424",0.160606060606061,2.07122732340124,5.7031465237495,2.86370821737236e-07,9.76388135066003e-06,6.82313770755719e-06,"HAMP/MAOB/S100A8/THBS1/CAV1/SOD2/SLC11A1/MTTP/TNFRSF11B/CD14/ITPR3/FBP1/PTGS2/MT1H/FOS/SDC1/NDRG1/ALOX5AP/MT1A/JUNB/LOXL2/VCAM1/TCIRG1/PCSK1/INHBB/KCNMB1/HMOX1/MT2A/HFE/NFATC2/MT1E/DLG2/SMPD3/SLC1A1/ATP1A2/KIT/SCN5A/CACNG2/TNNT2/CPNE5/KCNA1/NRXN1/NEUROD2/KCNB1/SYT1/GLRA2/NPTX1/KCNMB2/KCNIP2/ABCC8/SLC30A3/RYR2/KCNC2",53
"GO:0017157","regulation of exocytosis","34/1196","172/15424",0.197674418604651,2.54927276969744,5.92388751962966,3.26546850329416e-07,1.0959728664181e-05,7.65881264094979e-06,"FCGR2B/ANXA1/S100A10/SDC4/ANXA2/CCR2/RAB27A/SDC1/CEACAM1/ITGAM/ITGB2/CLASP2/CSPG5/SYT2/SMPD3/RAB26/SYN1/RIMS4/CDK5R2/RAPGEF4/RAB3A/IL1RAPL1/RIMS1/KCNB1/DOC2B/SYT1/CPLX2/SYT13/CPLX1/PRKCG/RAB3C/RIMS2/RPH3A/KLRC2",34
"GO:0051249","regulation of lymphocyte activation","68/1196","469/15424",0.14498933901919,1.86982906775249,5.54632379655474,3.46255038002002e-07,1.12690276004288e-05,7.87495509076325e-06,"IL2RA/FCGR2B/TNFSF14/CLCF1/ANXA1/FOXJ1/CCL2/LGALS3/SDC4/ADAM8/CAV1/PLA2G5/CR1/LILRB2/PTPN22/IL6/CD70/IL10/NOD2/SLAMF8/NFKBIZ/IL15/CCR2/PDCD1LG2/MMP14/GATA3/ZC3H12A/FCGR3A/CTLA4/BATF/IL1B/CD274/RUNX1/CEBPB/VSIG4/IL7R/CDKN1A/CD2/JUNB/LCK/TNFRSF1B/VCAM1/VNN1/MAP3K8/IL7/LAX1/SOCS1/TNFAIP3/ZFP36L2/CD74/CD3E/TNFRSF9/LILRB1/NFAM1/SLAMF1/CCL5/LEP/HFE/NFATC2/VAV3/TNFRSF13C/CYP26B1/KLRK1/CHRNB2/PRKCZ/KLRC3/ACTL6B/KLRC2",68
"GO:0050867","positive regulation of cell activation","54/1196","346/15424",0.15606936416185,2.0127206294585,5.52374889338169,5.65065063151555e-07,1.6948211042551e-05,1.18436484106036e-05,"IL2RA/TNFSF14/CLCF1/ANXA1/HAMP/CCL2/THBS1/ADAM8/CAV1/CR1/LILRB2/IL6/CD70/IL10/NOD2/LBP/NFKBIZ/IL15/CCR2/LILRA5/PDCD1LG2/MMP14/GATA3/IL1RL1/FCGR3A/IL1B/CD274/RUNX1/TSLP/CLEC4D/IL7R/CDKN1A/FLNA/CD2/LCK/VCAM1/VNN1/MAP3K8/IL7/SOCS1/CD74/CD3E/LILRB1/CTSC/SLAMF1/CCL5/LEP/NFATC2/VAV3/TNFRSF13C/KLRK1/CHRNB2/PRKCZ/ACTL6B",54
"GO:0050817","coagulation","41/1196","233/15424",0.175965665236052,2.26930971622145,5.66018301745595,5.68096459526851e-07,1.6948211042551e-05,1.18436484106036e-05,"SAA1/F13A1/SERPINE1/PLAU/PDPN/SERPINA1/THBS1/CAV1/ANXA2/COL3A1/IL6/SERPING1/PLAUR/TFPI2/PROS1/ITPR3/RAB27A/FBLN1/F3/FLNA/TEC/CEACAM1/F11R/FAP/PRRG4/ITGA2/LCK/C1QTNF1/WAS/FCER1G/ITGB3/THBD/HSPB1/VAV3/PDIA2/DGKI/PRRG3/F7/SCUBE1/DGKB/HTR2A",41
"GO:0071216","cellular response to biotic stimulus","41/1196","233/15424",0.175965665236052,2.26930971622145,5.66018301745595,5.68096459526851e-07,1.6948211042551e-05,1.18436484106036e-05,"LTF/CXCL3/FCGR2B/CSF3/SERPINE1/CXCL6/CXCL5/CXCL1/CCL2/CAMP/PPBP/GBP5/LILRB2/PTPN22/IL6/CXCL2/FCAR/IL10/GBP3/NOD2/GBP2/LBP/NFKBIZ/MRC1/PDCD1LG2/ZC3H12A/CD14/ZFP36/PTGS2/IL1B/CCR5/CD274/TNFRSF1B/VIM/TLR2/TNFAIP3/CARD16/CD68/LILRB1/PRKCE/KLRK1",41
"GO:0009612","response to mechanical stimulus","38/1196","209/15424",0.181818181818182,2.34478564913348,5.67503208774152,6.31250072262263e-07,1.82822610212304e-05,1.27759013115135e-05,"CHI3L1/TNFSF14/COL1A1/PPL/TNC/FOSL1/THBS1/CHRNA9/RETN/MMP14/PTGS2/IL1B/FOS/BDKRB1/CXCR4/CASP5/F11R/COL6A1/ITGA2/ITGAM/ITGB3/TLR8/TNFRSF1A/ATOH7/SLITRK6/ATP1A2/KIT/KCNK4/KCNK2/PDE2A/KCNA1/NRXN1/CNTNAP2/NPPA/HTR2A/ATP8A2/RYR2/ANO3",38
"GO:0007599","hemostasis","41/1196","234/15424",0.175213675213675,2.25961181145128,5.62916342254494,6.38347102696591e-07,1.82822610212304e-05,1.27759013115135e-05,"SAA1/F13A1/SERPINE1/PLAU/PDPN/SERPINA1/THBS1/CAV1/ANXA2/COL3A1/IL6/SERPING1/PLAUR/TFPI2/PROS1/ITPR3/RAB27A/FBLN1/F3/FLNA/TEC/CEACAM1/F11R/FAP/PRRG4/ITGA2/LCK/C1QTNF1/WAS/FCER1G/ITGB3/THBD/HSPB1/VAV3/PDIA2/DGKI/PRRG3/F7/SCUBE1/DGKB/HTR2A",41
"GO:1903037","regulation of leukocyte cell-cell adhesion","54/1196","348/15424",0.155172413793103,2.00115326951909,5.47677902388254,6.80149709840507e-07,1.92231786412817e-05,1.34334277871546e-05,"IL2RA/TNFSF14/ANXA1/FOXJ1/CD44/CCL2/LGALS3/SDC4/ADAM8/CAV1/PLA2G5/CR1/LILRB2/PTPN22/IL6/CD70/IL10/CHST4/NOD2/NFKBIZ/IL15/CCR2/PDCD1LG2/GCNT1/GATA3/ZC3H12A/CTLA4/IL1B/CD274/RUNX1/CEBPB/VSIG4/ALOX5/IL7R/LCK/VCAM1/ITGB2/VNN1/MAP3K8/IL7/LAX1/HAS2/SOCS1/CD74/CD3E/LILRB1/SLAMF1/CCL5/LEP/HFE/TNFRSF13C/KLRK1/PRKCZ/ACTL6B",54
"GO:0031644","regulation of nervous system process","25/1196","110/15424",0.227272727272727,2.93098206141684,5.89261885839413,8.01609947707535e-07,2.17956730085542e-05,1.52311230570412e-05,"TYMP/GPR171/ITGA2/TNFRSF1B/PIRT/CTSC/STX1B/CHRNA2/FGF12/GRIN2C/RIMS1/NRXN1/PRKCZ/SHISA7/SLC8A2/CELF4/CUX2/HTR2C/TNR/ZNF488/RIMS2/CBLN1/GRIN1/NETO1/TAC1",25
"GO:0035082","axoneme assembly","17/1196","58/15424",0.293103448275862,3.77995617575827,6.14963900735703,1.10137771774778e-06,2.95719917215279e-05,2.06653240198465e-05,"FOXJ1/ZMYND10/DNAH5/LRGUK/TTC12/SPAG17/DNAI1/LRRC61/CCDC65/RSPH1/DNAJB13/CCDC40/SPAG1/SPEF1/RSPH4A/CCDC103/DCX",17
"GO:0032609","type II interferon production","25/1196","113/15424",0.221238938053097,2.85316837837038,5.73231985439462,1.36443518008742e-06,3.57415459369241e-05,2.49766953376721e-05,"BCL3/SLC11A1/CR1/PTPN22/IL10/IL18R1/NOD2/SLAMF6/CCR2/PDCD1LG2/GATA3/ZC3H12A/CD14/IL1RL1/IL1B/CD274/NLRP6/IL1R1/CD2/CD96/TLR8/CD3E/LILRB1/SLAMF1/KLRK1",25
"GO:0070663","regulation of leukocyte proliferation","42/1196","250/15424",0.168,2.16658193979933,5.39154586507084,1.47609462394136e-06,3.77458482407863e-05,2.63773299967467e-05,"IL2RA/FCGR2B/CLCF1/ANXA1/FOXJ1/LGALS3/SDC4/PLA2G5/CR1/LILRB2/PTPN22/IL6/CD70/IL10/IL15/CCR2/PDCD1LG2/FCGR3A/CTLA4/IL1B/CD274/CEBPB/VSIG4/CSF1/CDKN1A/CSF2RB/TNFRSF1B/VCAM1/IL7/TNFAIP3/CD74/CD3E/TNFRSF9/LILRB1/SLAMF1/CCL5/LEP/NFATC2/VAV3/TNFRSF13C/KIT/CHRNB2",42
"GO:0007215","glutamate receptor signaling pathway","16/1196","54/15424",0.296296296296296,3.82113216895826,6.02090077684236,1.93813051943322e-06,4.62567150638062e-05,3.23248435170968e-05,"CDK5R1/GRM3/SLC1A1/NECAB2/GRIN2C/PLP1/PLCB1/NRXN1/KCNB1/GRM4/GRM7/GRIA2/GRIA4/GRIN1/GRID2/SSTR1",16
"GO:0006887","exocytosis","51/1196","333/15424",0.153153153153153,1.9751122359818,5.21549825201551,2.0510570822028e-06,4.78877240496915e-05,3.34646155517299e-05,"FCGR2B/ANXA1/S100A10/MYO1G/SDC4/ANXA2/TNFAIP2/CCR2/FCGR3A/RAB27A/SDC1/SCIN/CEACAM1/ITGAM/ITGB2/CCL5/CLASP2/CSPG5/PPFIA3/SYT2/SMPD3/SYNGR3/STX1B/RAB26/KIT/SYN1/UNC13A/RIMS4/CDK5R2/RAPGEF4/RAB3A/SYP/IL1RAPL1/BRSK2/SNAP25/RIMS1/KCNB1/DOC2B/SYT1/CPLX2/STXBP5L/SYT13/CPLX1/PRKCG/RAB3C/UNC13C/SYN2/RIMS2/CHGA/RPH3A/KLRC2",51
"GO:0002697","regulation of immune effector process","55/1196","372/15424",0.147849462365591,1.90671413672816,5.13242773186309,2.50672593041528e-06,5.76560966763889e-05,4.02908918261936e-05,"FCGR2B/CXCL6/CLCF1/ANXA1/FOXJ1/ICAM1/LGALS3/PLA2G5/CR1/IL6/S100A9/IL10/IL18R1/SECTM1/SERPING1/NOD2/SLAMF6/SLAMF8/LBP/NFKBIZ/CCR2/GATA3/ZC3H12A/C3/BATF/CD7/IL1B/CD274/VSIG4/IL7R/NCF1/IL18RAP/CEACAM1/IL1R1/FCN3/JUNB/ITGAM/TNFRSF1B/ITGB2/WAS/CD96/CD74/LILRB1/SLAMF1/IL13RA1/LEP/HFE/EVPL/KLRK1/KIT/PRKCZ/HTR2A/KLRC3/KLRC4/KLRC2",55
"GO:1903034","regulation of response to wounding","31/1196","163/15424",0.190184049079755,2.45267455936968,5.40566001641727,2.52312527354774e-06,5.76560966763889e-05,4.02908918261936e-05,"SERPINE1/ANXA1/PLAU/THBS1/CAV1/ANXA2/CD109/IL10/SERPING1/TNFRSF12A/PLAUR/PROS1/SPP1/CLDN4/ALOX5/F3/SIGLEC10/CXCR4/FLNA/CEACAM1/FAP/C1QTNF1/TNFAIP3/THBD/PRKCE/CLASP2/RTN4R/AJAP1/F7/FERMT1/TNR",31
"GO:0032963","collagen metabolic process","21/1196","88/15424",0.238636363636364,3.07753116448769,5.66644821613386,2.61312004832023e-06,5.90840196188616e-05,4.12887444753978e-05,"MMP7/COL1A1/IL6/MMP1/COL5A1/CIITA/COL1A2/MMP14/MRC2/ADAMTS14/RUNX1/ADAMTS2/COL6A1/FAP/ITGA2/VIM/FOSL2/MMP11/SMPD3/MMP16/MMP17",21
"GO:0050920","regulation of chemotaxis","35/1196","196/15424",0.178571428571429,2.30291447682752,5.32231533672985,2.65747649935701e-06,5.94610366731131e-05,4.15522092991567e-05,"TNFSF14/SERPINE1/RARRES2/FPR2/CCL7/CCL2/EDN2/C5AR1/THBS1/IL6/MET/NOD2/SLAMF8/LBP/CCR2/VEGFA/CSF1/F3/CXCR4/CXCR3/DUSP1/ITGA2/CD74/CYP19A1/NRP1/SLAMF1/CCL5/HSPB1/ATOH7/KLRK1/SLIT1/F7/FEZF2/MSTN/EDN3",35
"GO:0007416","synapse assembly","41/1196","250/15424",0.164,2.11499665551839,5.15313618575485,3.66801347270107e-06,7.72440484251166e-05,5.39792281947546e-05,"SDK1/SRPX2/TLR2/GPC4/LRRTM2/SPTBN2/SLITRK6/RTN4R/LRRTM3/SLIT1/EPHB1/BSN/CHRNB2/CASKIN1/IL1RAPL1/C1QL2/SNAP25/IL1RAPL2/NRXN1/ICAM5/FGF13/C1QL3/GABRB2/LRRTM1/SHANK2/CUX2/GABRA3/NPTX1/CDH9/GABRA2/GABRB3/POU4F1/LRFN5/SLITRK1/CBLN1/SLITRK4/CBLN2/GRID2/GABRG2/GABRA1/LRTM2",41
"GO:0019226","transmission of nerve impulse","19/1196","76/15424",0.25,3.22408026755853,5.63520148480825,3.71248261370978e-06,7.74214820800836e-05,5.41032213300986e-05,"TYMP/COL6A1/ITGA2/KCNA2/CACNG7/ATP1A2/KCNK4/CACNA1I/FGF12/KCNK2/CACNG2/KCNA1/GJD2/KCND2/CNTNAP2/KCNMB2/TNR/CACNG3/HCN1",19
"GO:0031960","response to corticosteroid","29/1196","151/15424",0.19205298013245,2.47677689428337,5.28712133696617,4.30595064602382e-06,8.72564338458411e-05,6.09760240439917e-05,"SCNN1B/ANXA1/SCNN1G/AREG/MAOB/FOSL1/PAPPA/ADM/IL1RN/IL6/IL10/FBXO32/GJB2/STC1/ZFP36/SCNN1A/PTGS2/FOS/SDC1/CDKN1A/FOSL2/ZFP36L2/PCSK1/PTPRU/MSTN/SSTR2/GAD2/GPR83/NEFL",29
"GO:1903131","mononuclear cell differentiation","67/1196","494/15424",0.135627530364372,1.74909617754187,4.90624512361309,4.57209449989684e-06,9.17837288390506e-05,6.41397615037176e-05,"IL2RA/LIF/FCGR2B/SOCS3/CLCF1/ANXA1/FOXJ1/UBD/BCL3/ADAM8/CR1/LILRB2/PTPN22/IL6/FZD7/IL10/IL18R1/SLAMF6/SLAMF8/NFKBIZ/IL15/CCR2/MMP14/GATA3/ZC3H12A/IL1RL1/CD3D/CTLA4/BATF/IL1B/RUNX1/CEBPB/CLEC4D/ITK/IL7R/VEGFA/FOS/CSF1/MAFB/CD2/JUNB/LCK/VCAM1/TCIRG1/TLR2/VNN1/IL11/FCER1G/C1QC/IL7/FOSL2/SOCS1/ZFP36L2/CD74/CD3E/HCLS1/TNFRSF9/LILRB1/NFAM1/SLAMF1/LEP/CYP26B1/ITM2A/KIT/PDE2A/PRKCZ/ACTL6B",67
"GO:0051960","regulation of nervous system development","60/1196","427/15424",0.140515222482436,1.81212942438887,4.93418102027971,4.71916469889983e-06,9.2861562421777e-05,6.48929667810713e-05,"LIF/DMRTA2/CLCF1/S100A10/ANXA2/IL6/SRPX2/HES2/MME/BHLHE40/SPP1/IL1B/TYMP/VEGFA/CXCR4/TNFRSF1B/TLR2/NRP1/CTSC/TRPC5/LRRTM2/HAPLN1/SLITRK6/NCAN/RTN4R/LRRTM3/DAAM2/KIT/SLIT1/DAB1/MAP2/EPHB1/FEZF2/BCAN/FSTL4/IL1RAPL1/OLIG2/MCF2/NRXN1/VAX1/FGF13/LRRTM1/DLL3/BCL11A/DCT/HES5/SOX8/CUX2/POU4F1/DCC/ABCC8/TNR/ZNF488/SLITRK1/CBLN1/SLITRK4/CBLN2/GRID2/NEFL/LRTM2",60
"GO:0034329","cell junction assembly","66/1196","485/15424",0.136082474226804,1.75496327966072,4.89794636657492,4.80714108903843e-06,9.30246762095004e-05,6.50069529916435e-05,"S100A10/CLDN23/SDC4/THBS1/CAV1/ITGB4/SDK1/SRPX2/GJB2/MMP14/IL1B/LAMA3/CLDN4/VEGFA/F11R/ITGA2/TLR2/ITGB3/NRP1/MICALL2/GPC4/LRRTM2/SPTBN2/CLASP2/SLITRK6/CDH20/UGT8/RTN4R/LRRTM3/SLIT1/EPHB1/BSN/CHRNB2/CASKIN1/IL1RAPL1/C1QL2/SNAP25/IL1RAPL2/NRXN1/ICAM5/FGF13/C1QL3/CDH8/GABRB2/LRRTM1/SHANK2/CDH12/CNTNAP2/CUX2/GABRA3/NPTX1/CDH9/GABRA2/GABRB3/POU4F1/LRFN5/SLITRK1/CBLN1/SLITRK4/CDH18/CBLN2/GRID2/GABRG2/GABRA1/LRTM2/CDH7",66
"GO:0031589","cell-substrate adhesion","50/1196","335/15424",0.149253731343284,1.92482404033345,4.96168713213189,5.43810743889732e-06,0.000103372166183641,7.2237924619167e-05,"SERPINE1/COL8A1/COL1A1/CD44/S100A10/PLAU/COL13A1/MYO1G/SDC4/PDPN/THBS1/ITGB4/ANXA2/COL3A1/TACSTD2/ITGA3/FZD7/MMP14/GBP1/EFEMP2/VEGFA/FBLN5/EPHA1/CSF1/FBLN1/DMP1/FLNA/ITGA2/ITGAM/VCAM1/ITGB2/ITGB5/ITGB3/CD96/ECM2/HAS2/CD3E/NRP1/MICALL2/LAMB1/PRKCE/CLASP2/CSPG5/NTN4/VWA2/EPHB1/AJAP1/ONECUT2/FERMT1/PRKCZ",50
"GO:0035418","protein localization to synapse","20/1196","85/15424",0.235294117647059,3.03442848711391,5.45294928323615,5.66765481872965e-06,0.000106790548689748,7.46267384257478e-05,"HSPB1/GPC4/CACNA2D2/DLG2/KIF5A/CACNG7/STX1B/BSN/LRRC7/GRIN2C/CACNG2/C1QL2/NRXN1/PRKCZ/C1QL3/LRRTM1/NPTX1/CPLX1/CACNG3/NETO1",20
"GO:0006816","calcium ion transport","57/1196","402/15424",0.141791044776119,1.82858283831678,4.88048713707432,6.16380160375482e-06,0.000114581384723806,8.00710842968477e-05,"KCNN4/VDR/CCL2/LGALS3/CAV1/TRPM8/LILRB2/CHRNA9/CATSPER1/LILRA5/TRPC7/STC1/EGF/ITPR3/PTGS2/CCR5/GEM/BDKRB1/CXCR4/FLNA/CXCR3/LCK/ANO9/ITGB3/CACNA2D4/P2RY6/LILRB1/CCL5/PRKCE/TRPC5/CACNA2D2/ATP2B2/CALHM1/NALCN/CACNG7/ATP1A2/PLCB4/REM1/CHRNB2/CACNA1I/GRIN2C/CACNG2/PLP1/PLCB1/CRHR1/SLC8A2/JPH4/OPRD1/CHRNA4/HTR2C/NPPA/HTR2A/CACNG3/RYR2/JPH3/GRIN1/CACNA1B",57
"GO:0007269","neurotransmitter secretion","27/1196","138/15424",0.195652173913043,2.52319325287189,5.21105568141421,6.36214430335191e-06,0.000115812592911864,8.09314699070457e-05,"MYOF/CSPG5/PPFIA3/SYT2/SYNGR3/STX1B/SYN1/UNC13A/RIMS4/SNCG/RAB3A/SYP/SNAP25/RIMS1/NRXN1/HRH3/DOC2B/SYT1/GRM4/CPLX2/ABCC8/CPLX1/PRKCG/UNC13C/SYN2/RIMS2/RPH3A",27
"GO:0002822","regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","32/1196","185/15424",0.172972972972973,2.23071499593239,4.88251080357263,1.3874492119378e-05,0.000236527056130348,0.000165288435774712,"FCGR2B/CLCF1/ANXA1/FOXJ1/SLC11A1/CR1/IL6/IL10/IL18R1/SECTM1/NOD2/NFKBIZ/CCR2/GATA3/ZC3H12A/IL1RL1/C3/BATF/CD7/IL1B/CD274/IL7R/CEACAM1/IL1R1/JUNB/TNFRSF1B/WAS/TNFAIP3/LILRB1/SLAMF1/HFE/PRKCZ",32
"GO:1990868","response to chemokine","20/1196","90/15424",0.222222222222222,2.86584912671869,5.14692855409236,1.41720177835395e-05,0.000237824173430022,0.000166194879599731,"CXCL3/LOX/CXCL6/CXCL5/CCL20/CCL18/CXCL1/CCL7/CCL2/PPBP/CXCL2/CCL13/CCR2/ZC3H12A/CCR5/CXCR4/CXCR3/DUSP1/CCL5/GPR17",20
"GO:0007611","learning or memory","41/1196","264/15424",0.15530303030303,2.00283774196818,4.76498045940039,1.4368572104682e-05,0.000239253433184937,0.000167193666432285,"FOSL1/LILRB2/ITGA3/MME/DNAH11/ITPR3/HRH1/RCAN1/PTGS2/FOS/TLR2/GLP1R/SLC1A1/ATP1A2/KIT/KCNK4/ATP8A1/ELAVL4/CHRNB2/KCNK2/SNAP25/PLCB1/CSMD1/NRXN1/PRKCZ/FGF13/NEUROD2/SHISA7/SLC8A2/SHANK2/JPH4/CNTNAP2/CUX2/ABCC8/AFF2/PRKCG/TNR/HTR2A/JPH3/GRIN1/NETO1",41
"GO:0050766","positive regulation of phagocytosis","17/1196","69/15424",0.246376811594203,3.17735446657942,5.25541313822489,1.47023897352075e-05,0.000242928716547891,0.000169762006173327,"FCGR2B/PTX3/FPR2/CCL2/FCGR2C/PLA2G5/SLC11A1/NOD2/IL15/C3/FCGR2A/RAB27A/IL2RB/ITGA2/FCN3/FCER1G/C2",17
"GO:1903539","protein localization to postsynaptic membrane","14/1196","50/15424",0.28,3.61096989966555,5.36131740938128,1.73944143165623e-05,0.000283054560242241,0.000197802510489776,"GPC4/CACNA2D2/CACNG7/STX1B/LRRC7/GRIN2C/CACNG2/C1QL2/PRKCZ/C1QL3/NPTX1/CPLX1/CACNG3/NETO1",14
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","41/1196","267/15424",0.153558052434457,1.9803339471146,4.68490876695447,1.89062851275981e-05,0.00030093451939023,0.000210297277590154,"CELSR1/CLDN23/CRB2/ICAM1/IL1RN/SDK1/ITGA3/IL10/CDHR4/CLDN4/SELL/CEACAM1/ITGAM/VCAM1/ITGB2/GPC4/CDH20/PCDH20/PCDHA12/DAB1/MYOT/DSCAML1/IL1RAPL1/CNTN4/UNC5D/NRXN1/CDH8/CDH12/CADM2/CDH9/ELFN2/LRFN5/PCDH7/SLITRK1/CBLN1/CDH18/PCDH11Y/GRID2/PCDH15/CDH7/PCDH11X",41
"GO:0001909","leukocyte mediated cytotoxicity","25/1196","132/15424",0.189393939393939,2.4424850511807,4.82552125548817,2.47822284032704e-05,0.000374874835283273,0.000261967810993799,"SCNN1B/FCGR2B/TREM1/CXCL6/FCGR2C/ICAM1/SLAMF6/FCGR3A/FCGR2A/IL7R/RAB27A/IL18RAP/NLRP6/CEACAM1/CD2/ITGAM/PRF1/LILRB1/CTSC/LEP/HFE/KLRK1/KLRC3/KLRC4/KLRC2",25
