Geneid,U251_WT_1,U251_WT_2,U251_WT_3,U251_N2KO_1,U251_N2KO_2,U251_N2KO_3
256646,1,1,2,0,0,0
254531,1455,999,972,777,860,813
23015,565,446,228,548,331,308
100302160,0,0,0,0,0,0
440270,1895,835,634,962,774,717
100422845,0,0,0,0,0,0
57369,0,0,0,0,0,0
101928174,0,0,0,0,0,0
70,38,4,10,7,3,0
9716,4565,2823,2491,2054,2107,2096
54989,4968,3422,2934,2660,2585,2937
723972,66,62,58,27,33,38
89978,400,287,234,140,90,171
100500904,1,1,3,2,0,0
100507466,45,29,20,26,40,41
100616293,0,0,0,0,0,0
84529,937,636,492,283,275,270
161635,1,3,0,0,0,0
145845,4,0,0,0,0,0
4212,4281,2906,2431,1106,1254,1358
102466875,0,0,0,0,0,0
145942,0,0,0,0,0,0
101928227,0,0,0,0,0,0
161742,2570,2049,1735,2114,1989,2437
283742,3964,2670,2299,1325,1546,1581
10125,48,60,67,9,9,22
400359,0,0,0,0,0,0
400360,11,14,8,8,8,8
7057,54312,44355,41787,45257,45253,49093
161835,149,85,105,36,45,39
105370941,67,40,51,34,30,20
11245,1752,1106,1015,1363,1408,1666
440275,8860,5904,5102,2726,2905,3239
6727,10889,9634,8478,5135,5867,6239
100131089,191,189,115,77,61,73
90427,231,232,236,313,370,348
701,9253,6434,5838,3025,3063,3224
56924,1173,718,648,110,106,86
644809,0,0,0,0,0,0
100131244,16,15,2,0,14,9
5330,29,6,25,4,6,8
100505573,988,689,666,529,602,651
388115,7019,4118,3601,2133,2027,2034
644844,0,0,2,0,0,2
85455,309,226,231,150,121,96
90417,6210,3897,3520,1437,1580,1662
3712,5908,3187,3027,2007,2415,2464
22893,3217,1957,1691,1255,1391,1603
113189,3802,2855,2703,2565,2820,2925
90416,1057,805,760,358,324,398
359821,0,2,0,0,0,2
27079,1072,618,584,407,398,461
100189229,0,0,0,0,0,0
57082,4217,3186,2388,1687,1517,1804
100505648,48,34,47,47,19,63
5888,839,530,548,544,673,626
55177,2042,1387,1379,1152,1210,1387
2644,73,35,20,43,28,19
55192,553,348,355,236,315,266
643338,130,91,57,104,74,134
84936,1600,858,841,803,901,864
54866,2,2,0,0,0,0
6692,954,639,585,95,103,141
171177,54,30,47,28,57,39
57617,4296,2613,2575,1811,2035,2237
105370943,20,12,25,6,13,16
54567,5,0,2,2,3,7
79094,370,258,249,657,704,994
54617,5701,3554,3242,2551,2620,2866
161829,2,0,0,2,6,6
11261,10522,5998,5472,3866,4100,4822
729082,4260,2939,2668,2184,2352,2743
11339,2008,1259,1385,556,627,711
51203,25095,17024,15095,8106,9065,9270
51103,1808,1113,1029,545,667,727
23168,9916,6795,5665,4401,4715,4932
3706,600,275,339,386,434,396
4058,4,2,2,4,0,0
26015,5154,2973,2647,1887,2034,2108
7301,2585,1944,1689,1909,2144,2284
23269,2017,1439,1246,1282,1274,1257
693211,0,0,0,0,0,0
23005,3310,2036,1849,1827,2008,1963
100137047,371,234,214,146,163,142
8681,0,0,0,0,0,0
100137049,28,15,7,20,12,8
51332,382,193,230,170,153,196
100423013,0,0,0,0,0,0
30844,8259,4604,4348,3894,4356,4458
101928363,5,1,0,1,4,0
101928388,22,9,8,4,2,4
123745,0,4,3,2,0,2
283748,0,0,0,0,2,0
255189,0,1,1,0,0,0
23339,8448,5562,4962,4245,4601,4861
693212,0,0,0,0,2,0
25963,5642,4980,4596,3064,3126,3404
2595,1397,899,813,570,577,662
825,231,141,111,121,104,100
64397,7476,4892,3788,3207,3304,3440
8773,4310,3123,3105,2004,1921,2034
255252,1210,622,661,664,706,804
55142,4258,2698,2679,1964,2240,2396
57519,1506,980,769,710,726,771
146059,4236,2361,2165,1653,1774,1813
146057,1928,1369,1051,1519,1516,1597
197131,5031,3871,3245,2550,2357,2851
80021,1455,1142,1250,526,559,654
23582,2018,1479,1377,859,1038,1195
2038,0,0,0,0,0,0
9333,68,40,36,91,99,96
116179,0,0,0,0,0,0
9836,2198,1335,1246,971,1117,1188
161823,1989,1231,1244,923,945,1076
146050,3300,2153,1736,1683,1651,1822
27229,1607,925,891,567,609,682
7158,13409,9663,7960,6172,6079,6622
4130,4639,3215,2505,2059,2517,2396
9677,2017,1325,1017,814,831,836
1159,19,21,1,3,9,2
161497,10,19,14,16,10,3
117155,97,105,48,63,44,75
548596,5,11,2,0,0,1
440278,29,27,45,20,30,15
2923,54897,51257,44782,26337,28388,29821
80237,285,162,160,111,134,140
10169,6797,4801,4682,4758,5928,5868
100529067,0,0,0,0,0,0
100302254,0,0,0,0,0,0
619189,244,163,87,110,75,69
25764,3,2,5,2,2,2
4236,5480,4199,3670,2506,2988,3289
79968,2924,1845,1653,2409,2580,2767
84978,6611,4887,4428,2568,2863,3168
728758,27,16,19,11,16,13
113201,12268,11827,10288,8728,8751,10331
51496,5173,4347,3642,2848,2901,3340
645212,551,460,345,240,256,273
8669,8896,6810,5955,3745,3774,4424
80208,5812,4266,3387,3106,3241,3538
197135,6,6,8,8,4,5
567,11881,15273,12868,7199,8228,8486
100419583,23,22,14,6,8,9
140691,12,4,6,0,0,1
145645,0,0,0,0,0,0
6652,3477,2132,1949,675,870,1002
50506,8,4,2,1,2,2
405753,1,0,0,0,0,0
90527,3,2,1,0,0,0
53905,61,27,17,28,14,15
90525,249,131,186,90,93,124
100188986,1,0,0,0,0,0
100188988,0,0,0,0,0,0
100189065,0,0,0,0,0,0
105369153,0,0,0,0,0,0
101928414,15,5,0,1,1,4
9153,5,0,1,0,0,0
2628,737,551,421,162,201,221
79029,1232,715,691,388,475,571
84419,2,3,0,0,0,0
100126311,0,0,0,0,0,0
105376714,0,0,0,0,0,0
7782,364,334,279,199,177,312
283651,2,3,6,1,1,0
26258,6795,5139,4680,3871,4135,4757
58472,942,723,704,208,306,297
80031,50,81,71,0,0,2
101928442,0,0,0,0,0,0
283652,33,32,19,26,16,12
50804,4369,3523,3192,2814,2430,2727
399697,10,5,6,5,0,0
6557,2,0,1,0,0,2
1854,6520,4226,4057,4318,5080,4941
2200,9034,7354,5797,7676,7150,6482
22995,1551,1067,853,720,717,735
399694,238,153,133,182,207,274
23741,16518,13012,11440,10148,10765,12385
9728,4431,3537,2776,2639,2627,3054
9318,9169,7290,6581,3828,4194,4723
2585,1202,673,698,600,604,703
100306975,2,4,2,0,0,0
100616332,0,0,0,0,0,0
196951,67,89,68,28,31,33
2252,2,5,0,3,4,7
56986,1040,759,679,568,734,855
79895,1,0,2,4,6,12
11001,0,0,0,0,0,0
3067,2,0,2,0,0,1
2553,2454,1542,1542,1117,1059,1352
55056,324,229,214,257,294,328
100129387,347,255,209,237,244,259
100616396,10,5,5,16,6,4
9101,6965,4968,3898,2906,2947,3358
373509,10,9,10,9,7,10
54822,4777,4334,3602,4440,3824,4637
84888,4281,4032,3387,2191,2125,2741
23431,2115,1359,1210,874,968,1057
100132724,9,6,13,12,4,4
388121,197,114,116,348,439,531
105370815,1,0,2,12,12,1
1588,48,55,39,36,23,28
100616369,0,0,0,0,0,0
102465855,0,0,0,0,0,0
102466250,0,0,0,0,0,0
342035,650,599,609,847,844,987
23312,2539,1861,1418,1561,1243,1514
29106,6,3,2,0,0,4
256586,481,406,441,299,340,391
29767,2254,1649,1296,1375,1317,1569
29766,10069,7390,6086,4158,4219,4812
100422556,18,8,3,0,10,1
123169,3817,2889,2236,1659,1561,1763
5597,10809,8320,7345,4102,4330,5150
10017,2,3,2,0,2,6
10681,3190,2032,1904,1491,1543,1759
100129973,27,20,19,26,25,16
55930,1243,878,755,958,984,1131
100302202,0,0,0,0,0,0
4644,6852,4719,3584,3981,3794,4253
10776,21997,15538,13412,10844,12093,13190
56204,1275,1125,686,579,652,727
3175,43,32,15,16,19,8
256764,8,8,8,0,0,0
105370828,0,0,0,0,0,0
440279,0,0,0,0,0,0
51187,4336,3920,3316,2945,3523,4101
5873,2159,1559,1279,1407,1516,1614
9488,854,688,635,370,495,458
9236,380,443,457,712,777,924
100533483,0,0,0,0,0,0
693213,0,0,0,0,0,0
145788,54,39,30,36,38,48
161582,26,42,32,21,13,22
26108,1448,1193,1004,1723,1556,1803
283659,586,484,357,318,298,355
4734,7455,5021,4418,3957,4029,4402
64864,3755,2798,2099,2113,1837,2180
374618,438,357,297,253,213,204
55329,1034,703,537,420,479,494
54816,1920,1647,1303,970,979,1142
145783,102,96,104,40,75,68
6938,21189,14853,13371,11576,11511,13864
283663,41,26,30,22,13,9
101928611,0,0,2,0,0,0
84952,445,361,246,268,246,237
145781,0,0,0,0,0,6
100820829,7,9,0,0,2,0
81488,245,259,173,143,108,127
8854,6,7,0,3,8,4
366,0,0,2,8,0,2
101928635,0,0,1,1,4,0
3990,12,14,8,11,6,8
101928694,0,0,0,0,0,0
101928668,0,0,0,0,0,0
102,9636,8624,7668,8053,8049,9608
664618,6,4,2,3,7,2
54629,1582,1070,893,1366,1252,1549
79811,9543,7198,5716,4374,4301,4712
54778,3967,3026,2540,2013,1914,2180
9133,14013,9348,8355,3580,3859,4081
4643,5809,4114,3421,3412,3335,3383
100313886,4,0,0,2,4,0
92483,2,0,8,2,4,6
145773,389,259,281,271,251,286
9245,4,14,10,0,4,0
2958,4017,3294,2946,1485,1779,1943
663,6208,4669,3839,3014,3087,3564
27023,0,0,0,0,0,0
302,234602,173489,160914,72056,82085,86274
79664,4162,3407,2694,1903,2160,2361
101928784,15,18,29,17,12,7
6095,87,63,51,30,17,33
100996876,0,0,0,0,0,0
101928850,0,0,0,0,0,0
100506530,0,0,0,0,0,0
54832,3100,2658,1956,3409,2886,3268
145741,2,0,0,0,0,2
388125,0,0,0,0,0,0
105370849,0,0,0,0,0,0
102465869,0,0,0,0,0,0
102464834,0,0,0,0,0,0
83660,8708,4024,3888,2966,3375,3066
197003,2,0,0,0,0,0
406965,0,1,0,0,0,0
7168,38097,25646,24365,24391,25640,26615
114294,1418,889,799,826,924,928
51065,2130,1674,1629,1177,1319,1640
51762,2134,1732,1529,1403,1466,1536
83464,308,358,264,400,373,459
771,252,219,196,1037,871,1095
102723344,0,0,0,0,0,0
9960,2034,1410,1199,858,947,1049
100130855,12,8,3,16,3,7
283807,35,28,11,13,24,10
8925,4304,2676,2013,2618,2583,2385
494334,0,0,0,0,0,0
23604,2167,1575,1299,1153,1207,1354
101928988,2,5,4,5,4,6
84191,2679,2386,2258,1319,1430,1623
6642,10664,6978,6574,4939,5303,5830
79856,146,77,63,87,52,67
5479,11097,8895,8431,5350,5423,5701
53944,4351,2923,2416,2047,2158,2405
9768,4183,2884,2838,2678,3115,3404
9325,1873,1220,1173,730,838,861
23060,10538,7014,5876,6657,7302,7736
4947,7975,5663,5647,3759,4127,4583
348093,902,592,494,641,592,627
100302184,0,0,0,0,0,0
80119,3030,1512,1382,849,800,720
80301,1665,965,971,1006,1195,1233
348094,153,97,101,113,137,118
51324,6100,3993,3743,2815,3142,3442
123263,1229,830,877,505,582,683
123264,2,0,4,0,2,0
51285,0,2,2,2,6,2
390594,0,0,0,0,0,0
390595,45,21,18,19,21,24
10081,3040,2089,1794,1498,1717,1736
10845,3143,2111,1936,1279,1354,1526
8483,34,7,16,5,17,8
54956,1258,940,799,769,859,986
26831,6,2,0,0,0,2
26832,1,0,0,0,0,0
9543,13,10,11,7,8,4
57722,555,472,468,433,466,362
54878,4496,3228,2744,2177,2162,2641
51495,11570,9815,9414,7413,7910,9028
100873754,0,2,0,0,0,0
81556,5235,3648,3326,2387,2418,2812
9187,1288,1034,776,923,816,1012
10260,1833,1443,1144,785,690,784
100616379,0,0,0,0,0,0
100189317,0,0,0,0,0,0
8766,13431,9818,9061,5096,5757,6285
84465,55,47,56,33,40,34
100422905,0,0,0,0,0,0
115752,3542,2261,2050,1681,1559,1821
54962,1471,905,898,627,634,754
692149,0,0,0,0,0,0
5604,5959,3679,3565,2206,2419,2587
10302,795,744,625,403,421,428
100616149,4,0,0,1,6,6
6124,89296,62222,59128,46333,52043,56824
595100,32,11,11,18,13,26
595099,8,0,3,6,2,2
595097,15,15,19,11,16,12
595098,3,2,4,2,0,0
55055,5488,3268,3109,2447,2584,2585
197021,1293,872,661,64,108,69
102723165,0,0,0,0,0,0
4091,1199,776,666,237,270,242
102723481,0,0,0,0,0,0
4088,8499,5759,4945,4363,4275,4600
79719,6804,5078,4312,2955,3277,3405
64799,236,154,137,92,82,113
100506686,234,253,224,187,215,266
145853,188,145,163,103,77,118
5607,1391,1140,1017,939,958,1043
390598,27,25,15,26,29,20
101929076,4,0,0,2,0,0
26827,0,0,2,0,0,0
8554,3661,2585,2332,1604,1470,1971
91860,652,463,338,496,468,455
54982,6075,3463,3307,2863,3285,3726
10116,6044,5182,4255,3243,3362,4006
22801,445,450,314,305,260,332
10391,1848,1127,931,622,608,775
8125,15588,10675,9935,6670,7088,7930
100422971,0,2,0,0,0,0
80035,1,2,0,4,5,0
79400,4,0,0,2,0,0
246777,0,0,1,0,0,0
283673,8,0,0,6,0,0
26035,2447,2517,1914,3025,3325,3778
54852,202,115,128,144,161,194
9493,20565,12936,10720,6413,6142,6462
6176,36840,26381,28073,16182,19061,20311
145837,7,14,12,5,1,4
104472713,0,0,0,0,0,0
414926,0,0,0,0,0,2
7090,4246,3177,2916,2002,2113,2190
693214,0,0,0,0,0,0
104548972,0,0,0,0,0,0
104548973,0,0,0,0,0,0
55075,3384,2530,2035,2863,2686,2990
55323,4199,2986,2722,1906,2160,2272
54839,1430,1006,874,540,629,653
56906,613,448,383,268,298,338
196993,4,3,2,0,1,1
79875,1364,1008,932,1557,1476,1575
101929196,0,0,0,0,0,0
101929173,0,0,0,0,0,0
10002,6,7,2,7,0,2
4649,2641,1680,1418,1725,1440,1757
123228,285,229,173,119,139,183
196996,47,31,33,15,27,17
5315,476894,324739,308098,210007,224147,232002
56965,6030,3744,3362,3007,3048,3454
60677,44,21,6,93,77,66
3073,10118,8195,7397,7483,8965,9162
80072,14,18,4,11,6,11
338949,0,0,0,0,0,0
25820,7604,5116,4347,3678,4134,4291
693215,14,3,4,3,2,4
55889,6,0,5,2,4,0
646670,0,0,0,2,0,0
123346,2,1,0,0,0,0
585,2155,1572,1418,867,981,1040
83440,4945,3886,3621,2451,2921,3317
100287559,3,2,0,0,2,0
4756,5037,4822,4039,5507,5455,5966
10021,55,14,18,12,10,13
283677,7,2,1,0,0,0
27020,11172,9789,8902,7174,7623,8745
101241892,121,115,58,105,43,76
80381,21183,16654,15486,9626,11137,11467
388135,94,88,60,122,142,204
101929221,0,0,0,0,0,0
161514,0,7,6,13,21,20
100287616,1634,1152,979,2915,3169,3681
4016,7527,5471,5299,11471,11852,13515
9399,1242,719,727,454,541,643
5371,8861,5158,4797,5590,5882,6524
342096,8,4,1,2,4,0
732265,2,0,1,2,0,0
283731,0,1,0,0,0,0
57611,30,44,28,16,15,25
3671,155,84,99,96,99,118
64220,3655,2592,2202,2506,2327,2974
80125,88,61,50,14,19,30
1583,6,13,2,0,0,0
729739,2,2,1,1,0,0
8482,2725,1603,1774,1155,1297,1250
102465530,0,1,0,0,0,0
84993,4015,2082,2078,1162,1377,1597
440288,386,216,246,99,132,165
10620,820,552,362,318,335,367
1198,4162,2660,2527,1225,1296,1306
102723750,9,2,0,1,4,9
80153,4972,2982,2776,1917,2166,2264
1543,6,16,6,3,0,0
1544,0,0,0,0,0,0
1445,10730,6411,6241,4569,4787,5276
100616183,3,0,0,0,1,0
79748,2,1,4,4,0,8
594855,0,2,4,4,2,1
25989,3252,2007,1806,1901,2015,2054
102465531,6,0,0,0,0,0
10066,6489,4416,4162,3434,3579,3797
4351,4237,2430,2578,1489,1663,1846
57184,3869,2404,2043,2167,2164,2488
9377,7367,5479,5584,2713,3251,3386
54913,16,7,8,14,20,26
192683,879,580,475,372,433,596
60490,835,472,528,249,296,262
56905,2585,1486,1308,1442,1559,1609
105376731,0,0,0,0,0,0
653641,0,0,0,2,2,0
653643,0,0,0,0,0,0
54939,6092,2806,3086,2069,2424,2447
79661,387,212,150,248,229,218
693216,6,2,1,2,2,6
4123,4381,2300,2109,2574,2381,2684
25942,9094,6133,5330,5086,5098,6001
5780,4308,2770,2716,2392,2594,2864
10073,2006,1291,1273,781,853,979
55272,3290,2239,2328,1626,1842,1925
257364,2658,1790,1619,1620,1895,2108
1464,507,243,344,687,873,820
161753,1,1,3,1,2,8
100128285,22,10,18,14,28,10
100423035,0,0,0,0,0,0
92912,2743,2542,2109,2045,2107,2271
26263,1481,1056,1093,722,632,743
692224,0,0,0,0,0,0
145957,28,53,28,15,20,10
123591,20,0,14,2,2,2
101929439,4,2,0,0,0,0
2108,6416,4666,4614,2560,2891,3298
7302,0,0,0,0,0,0
64843,454,283,258,187,239,249
49855,1155,792,652,754,689,710
100500855,0,0,0,0,0,0
5955,10982,13044,11174,7743,8918,9410
9051,0,8,6,2,0,0
10099,17400,15661,14223,10686,11852,13000
79834,3961,3224,2694,3000,2955,2985
81698,0,0,0,0,0,2
10363,4333,3097,2868,2289,2265,2722
84894,57,23,31,12,6,11
253044,0,0,0,0,0,0
101929478,0,0,0,0,0,0
645752,0,0,0,0,0,0
440292,4,3,5,5,4,2
91450,4,0,2,0,6,3
23102,3759,2524,2237,2532,2790,3029
646892,7,8,6,2,5,4
10518,603,279,303,167,185,234
105370945,2,4,1,1,2,2
3419,7104,5048,4619,1916,2198,2423
23205,35,14,11,20,9,19
55466,48,37,70,26,20,8
80349,3934,3187,2991,1940,2080,2275
1381,48,36,58,8,24,6
3658,8851,6622,5319,3829,3770,4337
123688,104,82,88,27,45,56
5685,15012,13510,11846,4767,5717,5751
1138,941,827,758,628,690,704
1136,45,77,70,11,12,30
1143,0,0,0,0,0,0
646938,1,0,0,1,0,0
11173,910,740,682,849,991,969
100189013,1,0,0,0,0,0
10933,32010,24538,21186,12896,15060,15866
1512,3112,2359,2237,2936,3297,3599
5923,202,176,109,159,240,262
729911,0,0,0,0,0,0
406960,0,0,0,0,0,0
390616,0,0,0,0,0,0
23423,7383,5624,5709,2632,2813,3336
23251,660,466,418,254,287,334
100189155,0,0,0,0,0,0
10588,22,10,13,5,7,12
100528021,0,0,0,0,0,0
400410,79,40,34,25,42,28
283687,209,128,142,88,87,118
597,0,2,0,0,0,2
54469,4559,3796,3485,2143,2534,2864
2184,2411,1320,1316,467,601,590
100996492,29,16,12,0,0,6
283688,0,0,0,0,0,0
9915,7161,4145,3832,2904,3283,3673
101929586,0,0,0,2,0,0
100847042,0,0,0,1,0,0
58489,3088,2377,2158,2093,2353,2780
57214,1654,1665,1308,4325,4614,5599
693132,0,0,0,0,0,0
23184,6618,5468,4978,3977,4233,4435
100616181,2,0,0,0,0,0
59274,2688,1649,1488,750,865,972
161502,0,0,0,2,2,4
3603,113,96,52,64,51,42
80765,296,192,161,226,224,265
101929655,16,15,12,15,7,5
342125,9,1,0,6,3,6
84206,2393,1576,1321,1564,1576,1820
101929690,34,26,16,47,38,48
79631,3417,2446,1848,1613,1687,1922
283726,53,31,42,53,32,21
390660,0,1,0,1,0,0
647042,0,1,1,0,1,1
100134869,33,16,22,23,15,18
440295,289,212,165,212,138,153
102724034,0,0,0,0,0,0
80154,736,430,338,316,371,282
642402,5,13,1,10,4,3
6218,448,431,298,4836,236,272
64506,44,28,28,33,53,63
283692,2,6,0,3,0,5
8120,177,60,46,41,47,26
338963,4,0,2,0,0,0
283693,28,12,13,18,10,9
100505616,149,127,124,87,43,59
123722,97,65,44,52,43,48
677778,0,0,0,0,0,0
123720,1826,1137,959,630,692,749
9455,1568,1078,1054,611,698,763
83640,678,483,428,282,409,337
123207,1090,834,840,580,679,678
53339,9271,7898,6643,4952,5009,5867
100616404,0,0,0,0,0,0
53346,389,299,262,257,285,296
50810,5554,4579,3741,3559,3407,3920
105370929,4,0,1,3,11,3
646,2,0,0,0,0,2
6457,142,115,121,22,13,32
57188,6,0,3,0,0,0
648809,71,34,24,17,9,11
440299,13,10,4,7,13,7
100505679,19,7,5,2,0,10
440300,12,4,7,7,7,3
388152,210,98,118,63,64,58
643707,19,17,14,24,5,14
103171574,14,12,6,16,7,3
102724135,75,45,70,52,27,35
374650,84,53,48,63,64,53
388165,88,58,47,92,44,60
100506874,35,33,36,29,20,41
54993,747,643,482,583,679,697
54581,971,663,521,436,396,442
84942,2771,1705,1644,1258,1199,1281
4828,336,233,241,68,124,125
23478,9278,8528,8291,6075,6808,7175
9640,10848,6153,5255,4281,4230,4686
57538,115,101,49,71,82,85
9154,5,4,4,12,2,0
5151,4423,3133,2780,1795,1753,2149
642423,141,70,81,68,60,45
101929479,181,127,92,126,70,97
100133220,7,6,0,21,1,1
102465803,0,0,0,0,0,0
11214,7433,5218,4070,5154,5436,4937
101929679,11,6,2,11,1,2
64410,1479,855,906,582,550,661
100302121,0,0,0,0,0,0
100847084,0,0,0,0,0,0
123624,21,23,9,34,54,77
101929701,0,0,0,0,0,0
727915,0,0,0,3,0,8
102724452,0,0,0,0,0,0
145978,257,186,169,0,0,2
4916,2077,1535,1339,509,518,554
283738,2,1,6,2,0,0
26589,1616,1210,1160,852,877,806
64963,5092,3452,3289,1742,1792,2059
55070,866,552,494,418,470,479
101929743,0,0,0,0,0,0
64782,3092,1844,1841,1485,1607,1702
100302235,0,0,0,0,0,0
407044,0,0,0,0,0,0
100616238,0,0,0,0,0,0
3669,172,115,95,215,210,202
176,8,1,0,0,0,0
145864,244,191,145,201,233,238
4240,8855,6839,7042,6096,6617,7103
105376732,3,1,1,0,0,0
11057,13404,8879,7872,11649,12069,13860
6017,42,30,44,22,34,27
55215,10508,5704,5203,4083,4168,4415
5428,6911,4206,3912,3038,3092,3251
102466983,0,1,0,0,0,0
100189264,0,2,2,2,0,0
407051,0,0,0,0,0,0
254559,0,0,0,0,0,0
105371031,6,2,0,0,6,2
51458,0,0,0,0,0,0
283761,2,0,0,0,0,0
90381,4188,2411,1889,1692,1824,1774
374654,3340,1689,1489,1482,1567,1576
5346,25,20,10,6,14,6
8800,693,579,526,330,333,394
56964,16,12,10,8,9,5
55897,201,96,98,118,104,137
145873,6,2,2,0,0,0
290,172,84,98,4,6,4
10239,20,11,19,14,19,5
100526783,0,0,0,0,0,0
100847059,0,0,0,0,0,0
100846993,0,0,0,0,0,0
348110,1435,969,831,1611,1685,1853
374655,1519,771,673,777,863,844
100422841,0,0,0,0,0,0
3418,4318,2345,2453,2316,2544,2561
10509,9294,7174,6512,4618,5200,5550
10519,4815,2737,2722,1711,2062,2095
390637,412,188,189,116,105,137
440307,36,23,39,10,11,8
51335,16519,11973,10658,7613,8684,9505
23766,9,2,8,0,5,1
342132,271,133,139,76,81,78
8826,34812,30460,24040,23825,22369,25386
64784,3278,2018,1781,1717,1806,1914
101926895,19,6,11,6,12,3
101929765,2,0,0,2,0,0
641,1950,1243,1121,764,940,888
5045,15920,11064,10223,5614,6276,6665
2242,10,15,9,2,3,10
4122,6617,4888,4203,3975,4130,4660
55898,10186,5592,5562,3643,4079,4252
374659,541,360,364,224,250,269
91433,150,121,91,118,88,137
9055,26285,16576,14844,7842,8060,8709
100507118,21,5,1,2,6,1
26276,1819,1093,1001,654,639,703
101926911,30,5,14,1,20,12
9899,0,0,0,0,0,0
105370971,0,0,0,0,0,0
101926928,1,1,2,1,0,1
28232,6357,4620,4346,3957,4439,4680
8128,897,642,545,25,24,30
104613533,0,2,4,0,0,0
145858,4,0,1,0,0,0
100144604,0,0,0,0,0,0
400451,783,549,461,187,218,220
728619,3,1,0,2,3,0
100507217,2978,2329,2050,1450,1676,1701
1106,5483,3792,2835,3690,3505,3444
100422995,0,0,0,0,0,0
56963,257,199,161,230,252,284
105370980,0,0,0,0,0,0
101927153,1,2,0,0,0,0
101927129,0,0,0,2,0,0
101927112,0,0,0,0,0,0
55784,3,0,6,55,59,65
440311,9,2,2,0,1,1
400456,0,0,0,0,0,0
145820,0,0,0,0,0,0
644192,47,30,31,31,36,28
7026,6086,4235,3608,5776,5809,6551
100302258,0,1,2,8,12,18
100652749,0,0,0,0,0,0
145946,0,0,0,0,0,0
101927286,0,0,0,0,0,0
101927310,0,0,0,0,0,0
91948,0,0,0,0,0,0
91947,6309,4760,4249,1991,2183,2575
101927332,0,0,0,0,4,0
283777,1,0,0,0,0,0
104472848,226,153,141,64,62,66
3480,17684,12146,10224,6435,7202,7227
100616432,0,0,0,0,0,0
145814,4,2,0,0,2,1
104564224,8,0,2,0,0,0
23336,8564,6681,5337,4819,4712,4880
64927,2017,1248,1196,875,814,1090
123355,686,457,371,258,259,318
7190,111,51,36,30,30,55
4205,2674,2053,1723,1856,1916,2427
145748,543,298,300,277,297,273
196968,2,0,0,0,0,0
170691,76,31,40,61,60,92
388182,28,4,10,8,3,4
102723320,0,0,0,0,0,0
204219,0,0,0,0,0,0
441733,324,224,152,195,130,83
102723335,8,2,0,0,1,0
55180,739,529,413,307,303,373
140460,2158,1736,1498,1171,1173,1329
105369201,5,4,11,17,16,20
220,6234,3704,3525,7291,7111,8520
101927751,0,0,0,0,0,0
79705,27,46,1,12,8,30
105371026,1,1,0,3,1,7
22856,7408,6101,5365,5920,5849,6619
55829,2826,2378,2140,1489,1586,1799
6627,4469,3074,3089,1911,2308,2294
5046,25,22,15,25,28,18
100507472,0,2,0,1,0,0
102723394,0,0,0,0,0,0
80213,2061,1680,1747,1225,1297,1490
123283,833,488,470,225,224,232
100128108,0,0,0,0,0,0
105376734,0,0,0,0,0,0
101927628,0,0,0,0,0,0
390648,0,0,0,0,0,0
390649,0,0,0,0,0,0
390651,2,1,0,0,0,2
26682,0,0,0,0,0,0
100124412,0,0,0,0,0,0
100422834,0,0,0,0,0,0
374666,830,453,449,382,372,413
102465910,3,4,5,3,2,0
100288486,0,0,0,0,0,0
100287029,0,4,2,1,2,0
103504738,24,10,12,17,14,7
100132169,8,9,6,4,2,5
51728,970,748,664,445,480,566
79622,1864,1175,1206,661,879,813
64285,1106,707,678,1265,1194,1351
4350,1392,948,1103,1014,1069,1257
105376746,15,10,6,10,6,19
8131,3909,2361,2104,2799,2847,2934
3050,2,0,0,2,0,0
3042,0,0,0,0,0,0
3040,0,0,0,0,0,0
3039,0,0,2,1,0,0
3049,0,0,0,0,0,0
55692,2865,1997,1692,1613,1544,1763
83986,7275,4793,4804,5282,6138,6492
8786,20,4,10,23,49,25
398,0,0,0,0,1,0
64714,5,2,6,0,0,6
8312,1999,1285,1204,1456,1381,1664
10573,4449,2623,2771,1836,1991,2099
58986,3910,2379,2368,3191,3323,3556
100134368,12,14,8,24,26,16
4833,2377,1944,1862,2348,2498,2692
26063,2,0,4,0,1,0
9727,224,109,174,402,350,339
64493,0,0,0,0,0,0
6650,4533,2295,2120,1977,2209,2274
100847028,8,5,9,0,0,2
100423037,15,14,12,14,6,10
146325,0,0,0,0,0,0
283948,1,5,0,11,17,20
9091,4305,2329,2413,2480,2869,3113
57799,1899,1030,1030,668,840,758
117166,12,10,13,14,10,16
84326,1998,1114,1205,1030,1052,1159
64717,0,0,0,4,2,2
84331,826,478,509,317,404,350
197335,1946,914,855,1489,1355,1314
89941,6056,3247,3320,3014,2979,2842
9028,28,12,22,24,21,29
105371184,2,0,2,4,0,1
10273,1624,1052,1009,934,925,1090
339123,1991,1360,1333,1095,1176,1307
84219,2121,1154,1120,1183,1219,1373
146330,175,62,57,140,144,133
79006,1864,1071,1133,855,953,935
65990,813,328,398,279,441,393
124093,121,83,37,133,130,102
84264,111,86,77,165,188,154
64428,1765,932,899,752,798,790
10232,6,4,15,2,0,0
724032,0,0,0,0,0,0
113000,2002,1086,1214,879,999,1147
63922,3743,1692,1668,1781,1734,1843
51764,42,25,12,19,22,23
388199,0,0,0,0,0,0
64788,101,118,47,114,147,187
101929387,0,0,4,2,2,1
30812,0,0,0,0,0,0
146336,0,0,0,0,1,0
6755,0,0,0,0,0,0
390664,0,0,0,0,0,0
